175	3	2
187	6	1
290	10	2
370	0	1
370	15	2
386	0	1
461	6	2
189	3	1
224	2	1
353	3	5
424	1	2
428	1	3
445	3	2
61	2	2
94	13	1
158	1	1
238	3	1
268	0	1
348	4	2
491	0	1
521	6	3
152	11	1
305	6	5
375	15	1
491	4	4
137	13	1
196	13	1
243	11	1
297	2	4
302	13	2
441	15	1
513	10	1
524	11	4
33	11	11
77	8	50
81	6	1
101	1	1
170	2	2
188	10	1
397	8	58
447	19	4
144	16	9
189	10	11
192	16	19
247	5	1
303	11	1
400	8	1
465	3	3
480	26	1
521	2	7
23	18	4
89	3	1
93	6	6
299	10	1
363	2	22
491	2	4
493	17	1
11	17	1
140	0	15
244	6	1
255	18	1
363	1	7
454	0	1
270	7	56
352	2	2
50	3	2
168	0	1
189	14	2
326	1	44
399	1	1
100	1	2
144	3	1
269	23	2
406	2	2
472	13	31
489	15	1
0	1	1
7	2	1
85	3	21
145	3	1
237	10	2
464	2	1
66	4	1
175	11	2
194	8	4
249	16	2
286	4	3
207	16	4
429	2	3
49	9	2
51	23	1
53	15	1
377	13	1
2	3	3
219	23	1
231	14	2
234	8	12
308	10	1
361	23	4
414	11	7
450	5	1
23	15	1
93	11	2
131	2	1
420	16	2
471	25	1
47	22	1
131	3	1
182	18	7
198	1	2
374	1	2
192	4	1
195	11	44
207	0	3
269	4	2
305	2	1
318	9	1
416	11	1
441	23	2
75	2	1
236	6	6
237	3	1
264	5	1
36	18	3
213	2	2
51	0	1
234	16	20
245	11	1
265	8	1
273	15	1
457	2	4
0	0	7
363	3	6
423	16	1
482	2	7
85	1	62
134	13	1
183	0	3
191	10	1
244	2	3
331	11	2
356	1	1
77	16	8
181	8	1
287	17	2
521	0	23
97	10	2
163	11	2
297	12	1
323	14	1
338	14	1
515	16	4
6	1	1
165	2	2
259	1	1
401	6	1
406	4	2
413	15	1
491	6	3
496	10	12
86	15	3
4	5	3
18	10	2
77	10	689
178	8	13
211	14	3
236	1	1
274	0	1
408	5	1
190	1	76
389	10	6
450	1	10
81	13	1
172	11	25
244	4	1
276	11	26
290	5	1
519	2	1
3	2	2
9	13	3
11	6	2
35	10	49
39	3	3
147	6	2
156	0	38
176	4	3
323	8	1
474	14	7
154	5	3
346	10	1
493	0	4
248	2	1
396	1	1
397	19	4
521	13	2
106	1	1
364	3	1
419	20	6
450	2	1
486	5	6
94	0	1
97	3	2
218	3	2
292	1	2
310	2	1
377	3	1
515	13	2
199	18	1
221	5	2
6	5	3
144	11	1
156	23	4
160	4	6
188	3	3
192	10	3
197	1	1
215	1	55
294	1	1
363	13	7
488	22	1
182	15	2
217	3	1
246	19	1
273	8	3
350	17	3
447	10	4
461	4	5
490	4	2
31	10	111
122	6	2
127	1	1
139	1	1
212	23	20
259	21	1
343	1	10
374	13	6
210	1	2
473	0	31
141	5	1
409	8	1
441	5	1
524	25	2
31	16	83
52	2	3
146	2	6
184	1	1
258	18	2
295	6	649
391	2	7
440	8	2
441	13	7
491	12	4
524	5	1
74	13	6
241	3	2
487	10	1
47	11	2
53	2	1
195	12	3
406	15	2
407	2	3
29	15	27
175	8	2
176	3	1
247	1	2
251	1	13
287	11	11
391	5	8
402	14	1
96	14	1
422	0	3
483	11	1
86	6	5
211	19	1
265	2	1
394	0	1
436	6	1
106	14	1
126	6	1
179	5	1
244	5	4
354	1	1
404	14	31
460	2	38
490	2	6
8	1	8
25	2	1
53	5	1
89	10	1
93	1	1
463	10	5
13	1	1
258	16	1
493	4	1
496	11	40
45	4	1
249	3	4
271	17	3
329	22	1
388	1	1
448	1	3
156	25	4
276	0	7
291	4	1
381	8	4
386	16	6
434	13	18
99	13	1
194	3	4
195	1	6
296	11	3
316	23	4
377	15	1
0	2	1
217	19	1
218	17	4
283	15	2
296	2	2
377	2	1
397	10	8
10	1	1
81	23	3
96	20	6
154	2	1
339	6	8
515	3	5
77	3	71
85	0	12
102	3	10
0	4	9
60	1	9
154	12	1
169	1	1
441	1	3
461	11	4
512	15	2
69	16	1
129	10	1
144	6	20
183	13	1
373	13	1
515	1	10
43	14	1
62	2	1
140	10	13
163	0	1
201	10	1
308	18	6
397	1	8
528	9	1
448	11	9
17	1	1
51	14	1
84	2	161
187	18	1
244	3	2
374	2	4
503	1	1
12	6	1
30	2	1
176	2	1
179	4	1
493	10	11
14	1	1
32	10	6
136	11	7
204	4	1
291	11	4
431	14	2
189	4	16
194	4	2
379	10	2
345	1	1
361	1	2
378	19	3
440	4	1
85	23	8
125	1	4
266	3	3
268	3	1
391	8	13
433	10	5
483	10	1
79	8	1
85	5	1
192	3	2
263	4	1
270	17	22
365	1	1
417	1	3
520	19	1
109	0	6
121	4	1
148	1	2
180	4	1
195	9	1
283	10	3
333	10	4
363	11	6
509	3	1
227	10	3
310	3	1
330	8	1
520	15	1
7	10	5
10	6	25
86	4	1
192	2	8
313	4	8
391	11	2
20	17	3
22	14	1
52	8	4
144	13	13
189	6	30
317	14	1
271	10	3
295	16	40
346	18	2
358	6	4
438	19	1
11	11	9
21	10	15
158	11	1
368	2	3
454	2	3
472	6	24
32	2	3
335	13	2
366	10	6
377	6	1
485	2	2
